,precision,recall,f1-score,support
AMCREST WiFi Camera,0.9993813771218658,0.9998327199732351,0.9996069891486453,5978.0
AeoTec Button,0.6124031007751939,0.438888888888889,0.5113268608414241,180.0
AeoTec Motion Sensor,0.6124031007751939,0.4566473988439307,0.52317880794702,173.0
AeoTec Multipurpose Sensor,0.6517241379310345,0.6363636363636365,0.6439522998296423,297.0
AeoTec Water Leak Sensor,0.5357142857142857,0.6176470588235293,0.5737704918032788,340.0
Amazon Alexa Echo Dot,0.9738232267806914,0.9999563718860431,0.9867167867818918,22921.0
Amazon Alexa Echo Spot,0.48177106774817136,0.9985522436947267,0.6499547803890691,15265.0
Amazon Alexa Echo Studio,0.9351412593831199,0.9999311057526696,0.9664460968734268,14515.0
Amazon Plug,1.0,0.9992816091954022,0.9996406755300036,1392.0
Arlo Base Station,0.9999916897037122,1.0,0.9999958448060499,84231.0
Arlo Q Camera,0.9999422026790139,1.0,0.9999711004709457,43252.0
Atomi Coffee Maker,1.0,0.9962412226352747,0.9981166779226438,7263.0
Borun/Sichuan-AI Camera,0.9922099957283568,1.0,0.9960709325636096,26338.0
D-Link Mini Camera,0.9928842156630815,1.0,0.9964292187824002,1158.0
D-Link Water Sensor,1.0,1.0,1.0,50.0
Eufy HomeBase 2,0.9979090091547457,1.0,0.9989534095071674,8304.0
Globe Lamp ESP_B1680C,1.0,0.7939727988546885,0.8851530057775625,6985.0
Google Nest Mini,0.9826543588588507,0.9998985338136066,0.99120144908156,19711.0
Gosund Plug,0.9327164304041553,0.9999168122452373,0.9651480966036589,24042.0
Gosund Socket,1.0,0.983922636883683,0.9918960959830393,18355.0
HeimVision Smart WiFi Camera,0.9999202551834132,1.0,0.9999601260018343,12539.0
HeimVision SmartLife Radio/Lamp,1.0,0.9206190533542093,0.9586668624986705,8303.0
Home Eye Camera,0.9998857186391241,0.9998095455757439,0.9998476302939002,26253.0
Luohe Cam Dog,0.9996834441278886,0.9955849889624722,0.9976299822449637,3171.0
Nest Indoor Camera,0.9996873567051565,0.9992083498260451,0.9994477958720138,48001.0
Netatmo Camera,0.9995365383291481,0.9998896125400154,0.9997130437734041,9059.0
Netatmo Weather Station,0.9989550679205852,1.0,0.9994772608468374,1912.0
Philips Hue Bridge,0.9933992716519997,0.9983117613956105,0.9958494580204805,14216.0
Philips Hue White,0.9544009015812527,0.9460105112279026,0.9501871712067258,2093.0
Ring Base Station,0.9910351508962278,0.0992765273311897,0.18032379895730882,3732.0
SIMCAM 1S (AMPAKTec),0.9996788863314098,1.0,0.999839417275971,23660.0
Sengled Smart Plug,0.6521739130434784,0.4904632152588556,0.5598755832037325,367.0
Smart Board,0.8714132490156162,0.23907414345780778,0.37487667368961,24021.0
SmartThings Button,0.7333333333333333,0.530120481927711,0.6153846153846153,166.0
SmartThings Smart Bulb,0.8700490998363339,0.9261324041811847,0.8972151898734178,2870.0
Sonoff Smart Plug,0.97029702970297,0.6621621621621622,0.7871485943775101,148.0
Sonos One Speaker,0.7003651055057192,0.9998029168309024,0.8237086870189213,5074.0
Teckin Plug,0.9546702706868029,0.9163384447730987,0.9351094082091148,12847.0
Yutron Plug,0.9167841267506509,1.0,0.9565848642069378,13233.0
iRobot Roomba,0.975609928764214,1.0,0.9876543657766946,1136.0
accuracy,0.9487466678090396,0.9487466678090396,0.9487466678090396,0.9487466678090396
macro avg,0.9070387026606699,0.8660964289164866,0.8674007537343925,513551.0
weighted avg,0.9626644588531768,0.9487466678090396,0.941293406995749,513551.0
