Type,file,T,CV,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T,Al-Time
A-A,@A211102@A211105,2.0,3.0,0.914829316379425,0.8446254081670513,0.8882095020743435,0.8446254081670513,0.8512175966934036,0.9101545314772267,0.0,1.3072449207305907,0.1539704322814941,0.0
A-A,@A211102@A211108,2.0,3.0,0.9347299501472964,0.8673759016381478,0.8845247727054846,0.8673759016381478,0.8703207047449452,0.9290992727929315,0.0,1.2776808738708496,0.20072307586669919,0.0
A-A,@A211102@A211109,2.0,3.0,0.9181077692815155,0.8608919630999845,0.8857344317565345,0.8608919630999845,0.8663996305603103,0.9128831376649886,0.0,1.3221308231353759,0.18461298942565915,0.0
A-A,@A211102@A211110,2.0,3.0,0.6757156940770656,0.6673916939900524,0.6148320818579384,0.6673916939900524,0.6121061400789244,0.6526152975743786,0.0,1.242638111114502,0.19753556251525878,0.0
A-A,@A211102@A211112,2.0,3.0,0.5830062358057557,0.6584323286070567,0.5891531080124592,0.6584323286070567,0.5822007854184738,0.5618904575756277,0.0,1.3107900619506836,0.18741831779479978,0.0
A-A,@A211102@A211115,2.0,3.0,0.7195332651878859,0.7064530755526991,0.6817770758523669,0.7064530755526991,0.6589283977431075,0.697386689250701,0.0,1.4006086349487306,0.21902756690979,0.0
A-A,@A211102@A211116,2.0,3.0,0.6794467329129492,0.7277518469729274,0.6827165422161908,0.7277518469729274,0.6690434440832439,0.6579686926245982,0.0,1.3799015998840332,0.2017972946166992,0.0
A-A,@A211102@A211117,2.0,3.0,0.6210465469090167,0.6789756315153225,0.6506590314622468,0.6789756315153225,0.6186411766807901,0.6010329887158794,0.0,1.4145483493804931,0.18882732391357418,0.0
A-A,@A211102@A211118,2.0,3.0,0.7690990042614864,0.7396304595842002,0.7264097119776773,0.7396304595842002,0.7040771271214527,0.7566118596534752,0.0,1.4329755783081055,0.13997654914855953,0.0
A-A,@A211102@A211122,2.0,3.0,0.8304898878794124,0.7547197189632708,0.743744995144973,0.7547197189632708,0.7225789539935557,0.8172892932456645,0.0,1.3924312114715576,0.1865341186523437,0.0
A-A,@A211102@A211123,2.0,3.0,0.8314913334849026,0.7575466426769084,0.742672361743717,0.7575466426769084,0.7237884754536863,0.8190169740349269,0.0,1.3967613220214843,0.19146771430969237,0.0
A-A,@A211102@A211125,2.0,3.0,0.7495323095906599,0.7254126701116166,0.7027922907661608,0.7254126701116166,0.6807909773256947,0.7367147398309124,0.0,1.3918840408325195,0.16580724716186518,0.0
A-A,@A211102@A211206,2.0,3.0,0.797745164783449,0.7093623519909159,0.7381892166800202,0.7093623519909159,0.7105556299523463,0.7841938868954861,0.0,1.4520325660705566,0.1746301174163818,0.0
A-A,@A211102@A211208,2.0,3.0,0.8513227753552972,0.7565733143890909,0.7592442897431099,0.7565733143890909,0.7406948973464487,0.8378811664297846,0.0,1.5167316436767577,0.16657156944274898,0.0
A-A,@A211102@A211223,2.0,3.0,0.691504317386231,0.6629758807125592,0.6614623607952306,0.6629758807125592,0.638786737251394,0.6749205331030208,0.0,1.457343339920044,0.13766808509826656,0.0
A-A,@A211102@A211225,2.0,3.0,0.7040173932592895,0.6520352066750269,0.6578649119921136,0.6520352066750269,0.6300779385896897,0.6887705401790042,0.0,1.453821849822998,0.15663628578186034,0.0
A-A,@A211102@A211228,2.0,3.0,0.7168610569339435,0.7100734595375315,0.6777238220426984,0.7100734595375315,0.6632741101360302,0.7028938722409215,0.0,1.4556979656219482,0.17411704063415528,0.0
A-I,@A211102@I211102,2.0,3.0,0.7423276147894609,0.8631042382732079,0.8792246466414706,0.8631042382732079,0.8488667169403594,0.7281610540310302,0.0,1.4449606895446778,0.2159411907196045,0.0
A-I,@A211102@I211103,2.0,3.0,0.8855940370913636,0.8170014690767973,0.8482711234837759,0.8170014690767973,0.8112325788146328,0.8790466037962361,0.0,1.2861059188842774,0.1689109325408935,0.0
A-I,@A211102@I211104,2.0,3.0,0.887463280155466,0.8331882104764066,0.8754387214541879,0.8331882104764066,0.8349518891734007,0.8811766243736212,0.0,1.4249679088592528,0.17180309295654292,0.0
A-I,@A211102@I211108,2.0,3.0,0.8843416312692594,0.8483511812238158,0.8648454574078803,0.8483511812238158,0.8435740162941243,0.8777904338520213,0.0,1.3516573429107666,0.19361906051635738,0.0
A-I,@A211102@I211110,2.0,3.0,0.6640341680227959,0.6919718249583661,0.6461525213302388,0.6919718249583661,0.6427256186205561,0.6466386851360474,0.0,1.298839807510376,0.1870907306671142,0.0
A-I,@A211102@I211112,2.0,3.0,0.6622815876769469,0.6509363611565968,0.6303720312931957,0.6509363611565968,0.6050426667020143,0.6438183699649108,0.0,1.352034854888916,0.2184412956237792,0.0
A-I,@A211102@I211115,2.0,3.0,0.6806418203390958,0.7097583162053965,0.6751266056141618,0.7097583162053965,0.6595537968098741,0.6651063392984291,0.0,1.3916337013244628,0.19986319541931147,0.0
A-I,@A211102@I211118,2.0,3.0,0.7652098069789177,0.7410735036292756,0.7255495831976058,0.7410735036292756,0.7030772874531891,0.7521664048248082,0.0,1.3101399421691895,0.19540367126464844,0.0
A-I,@A211102@I211119,2.0,3.0,0.7620719147087571,0.7304483470971539,0.7358942617439663,0.7304483470971539,0.700036863327061,0.7484841357194176,0.0,1.290006446838379,0.18657464981079103,0.0
A-I,@A211102@I211122,2.0,3.0,0.7711277631737503,0.7421374219827854,0.7320454665783211,0.7421374219827854,0.7095027823017295,0.7584845637535436,0.0,1.3357416629791259,0.20094008445739742,0.0
A-A,@A211105@A211102,2.0,3.0,0.8875952660379227,0.834795653106581,0.8698010780198242,0.834795653106581,0.828500844016558,0.8816536930307383,0.0,1.3290271759033203,0.13774995803833007,0.0
A-A,@A211105@A211108,2.0,3.0,0.8626641392119018,0.8639737182399848,0.8773738109024329,0.8639737182399848,0.8443211107986166,0.8520403963454315,0.0,1.4452291488647462,0.20950741767883302,0.0
A-A,@A211105@A211109,2.0,3.0,0.8429930017297312,0.8842563082400414,0.8889449338529033,0.8842563082400414,0.8636524865553618,0.8344220100864735,0.0,1.4129744052886963,0.19536089897155756,0.0
A-A,@A211105@A211110,2.0,3.0,0.6800627399984378,0.6864012737466018,0.6451306318432105,0.6864012737466018,0.6190280407249142,0.6577522811332132,0.0,1.3955606460571288,0.19534058570861815,0.0
A-A,@A211105@A211112,2.0,3.0,0.6350846482782766,0.6885687375750301,0.6294820504570231,0.6885687375750301,0.6103884345696952,0.616431372598225,0.0,1.4031101226806642,0.18203988075256344,0.0
A-A,@A211105@A211115,2.0,3.0,0.6598083317035008,0.7080218683861025,0.6874333248318971,0.7080218683861025,0.651248982132652,0.6414596496753984,0.0,1.3686306476593018,0.2231458187103271,0.0
A-A,@A211105@A211116,2.0,3.0,0.8031153973800832,0.7090693280363496,0.7028796114490508,0.7090693280363496,0.6588267020620148,0.7851148350565045,0.0,1.346362590789795,0.19024887084960931,0.0
A-A,@A211105@A211117,2.0,3.0,0.6602224028454807,0.6888214598094713,0.6908683658213441,0.6888214598094713,0.635670782138375,0.6419901644530984,0.0,1.4026445388793944,0.1926429748535156,0.0
A-A,@A211105@A211118,2.0,3.0,0.7416972585132809,0.7015072287374468,0.7283119429568673,0.7015072287374468,0.6699165682481397,0.7278441681349894,0.0,1.421234130859375,0.1442988872528076,0.0
A-A,@A211105@A211122,2.0,3.0,0.7917171220388622,0.7189821622628833,0.7347366197691843,0.7189821622628833,0.6700482589924398,0.7758684201845432,0.0,1.3572256088256835,0.17389669418334958,0.0
A-A,@A211105@A211123,2.0,3.0,0.801666396007232,0.722998331746731,0.7259525916632875,0.722998331746731,0.6781907948399176,0.7872155197064519,0.0,1.42844557762146,0.18178954124450675,0.0
A-A,@A211105@A211125,2.0,3.0,0.7299389832635327,0.6989000533012831,0.6854042277849023,0.6989000533012831,0.6584428987663244,0.7163435408011536,0.0,1.349006986618042,0.17043142318725582,0.0
A-A,@A211105@A211206,2.0,3.0,0.7442724444058613,0.6944989611172185,0.7104111148171407,0.6944989611172185,0.6735296812748273,0.727935083840135,0.0,1.435977077484131,0.18703136444091797,0.0
A-A,@A211105@A211208,2.0,3.0,0.8355231548772609,0.7239355986157425,0.7235647391929183,0.7239355986157425,0.6808729772122805,0.8200130539493236,0.0,1.3645036220550537,0.165870189666748,0.0
A-A,@A211105@A211223,2.0,3.0,0.7793126409957216,0.7251591251835885,0.7685773863569056,0.7251591251835885,0.7232861214031597,0.7671956405560901,0.0,1.4640995502471923,0.13822808265686035,0.0
A-A,@A211105@A211225,2.0,3.0,0.7420078467068233,0.7150351685212868,0.7494918429661939,0.7150351685212868,0.6971570318311402,0.7291050175650596,0.0,1.3756873607635498,0.1601990699768066,0.0
A-A,@A211105@A211228,2.0,3.0,0.689666104605534,0.6647236144636061,0.6677361994566551,0.6647236144636061,0.6377372446297571,0.6735937517883904,0.0,1.3532551288604737,0.166160249710083,0.0
A-I,@A211105@I211102,2.0,3.0,0.7293821709289374,0.7958044544666258,0.8474775012232808,0.7958044544666258,0.7902512317372933,0.7140290347148796,0.0,1.490415906906128,0.22397055625915524,0.0
A-I,@A211105@I211103,2.0,3.0,0.9031903951946088,0.8422985055712724,0.8735579408714476,0.8422985055712724,0.845599259881358,0.8976452057506974,0.0,1.3566696643829346,0.16110134124755854,0.0
A-I,@A211105@I211104,2.0,3.0,0.9125131187136881,0.8777045670363002,0.89937406205282,0.8777045670363002,0.8841614402575452,0.9076399884052302,0.0,1.3900168418884278,0.17071557044982905,0.0
A-I,@A211105@I211108,2.0,3.0,0.8940792794370832,0.8517242755122411,0.8630613537302011,0.8517242755122411,0.8474937050606449,0.8880310090334452,0.0,1.437600326538086,0.19226174354553222,0.0
A-I,@A211105@I211110,2.0,3.0,0.6431740069167947,0.7048474524150085,0.6700995816069083,0.7048474524150085,0.6503753730745971,0.6255939972248086,0.0,1.357960844039917,0.20469322204589843,0.0
A-I,@A211105@I211112,2.0,3.0,0.666373123788879,0.6836388825323183,0.6854472939113515,0.6836388825323183,0.6374875927587023,0.6486223748842596,0.0,1.3558882236480714,0.19852347373962398,0.0
A-I,@A211105@I211115,2.0,3.0,0.7372967698295649,0.704517734285117,0.7027188104288467,0.704517734285117,0.6642420562465716,0.723375630011901,0.0,1.415093469619751,0.20718879699707027,0.0
A-I,@A211105@I211118,2.0,3.0,0.7357906547726599,0.684425983766207,0.7104698512506389,0.684425983766207,0.6556600699695645,0.7212723197699362,0.0,1.3520577430725098,0.1778543949127197,0.0
A-I,@A211105@I211119,2.0,3.0,0.7366709807044854,0.7060187924539708,0.7192518717904515,0.7060187924539708,0.6763777688937301,0.7216971627286659,0.0,1.387824535369873,0.1742619514465332,0.0
A-I,@A211105@I211122,2.0,3.0,0.7418105622079504,0.686949496120086,0.7101640077023552,0.686949496120086,0.6601463877203597,0.7277140333484591,0.0,1.4140353202819824,0.19293575286865233,0.0
A-A,@A211108@A211102,2.0,3.0,0.9031969797661299,0.8554985731662225,0.8695754917115858,0.8554985731662225,0.8578471142561644,0.8980677467042784,0.0,1.8313675403594971,0.14911890029907227,0.0
A-A,@A211108@A211105,2.0,3.0,0.9186140401400026,0.8682373541494114,0.8988992626483794,0.8682373541494114,0.8757956678425174,0.9142082777113323,0.0,1.976763916015625,0.1587254524230957,0.0
A-A,@A211108@A211109,2.0,3.0,0.9387099333724771,0.9000765287430081,0.9239790082114139,0.9000765287430081,0.9066132989532519,0.9348295176933208,0.0,2.0090303897857664,0.18000864982604975,0.0
A-A,@A211108@A211110,2.0,3.0,0.676377715056544,0.677471560336112,0.6340779794711341,0.677471560336112,0.6175718296150156,0.6533254509171824,0.0,2.0796890258789062,0.2103763580322265,0.0
A-A,@A211108@A211112,2.0,3.0,0.5887150784647596,0.6611391567887818,0.6079000374357009,0.6611391567887818,0.5887034170216483,0.5677220037747238,0.0,2.0322244644165037,0.19881873130798336,0.0
A-A,@A211108@A211115,2.0,3.0,0.719258715298407,0.7005989357114848,0.6687704203329972,0.7005989357114848,0.6467464935175823,0.6972870320041789,0.0,2.0640579223632813,0.23216242790222164,0.0
A-A,@A211108@A211116,2.0,3.0,0.6714636003357867,0.7054032654207909,0.6677495843239678,0.7054032654207909,0.641543492469214,0.6497618579862356,0.0,2.078590965270996,0.21052584648132325,0.0
A-A,@A211108@A211117,2.0,3.0,0.6159136965337314,0.659580408255285,0.6583181578070981,0.659580408255285,0.6038405881185398,0.5959803853047826,0.0,2.027122068405151,0.19158177375793456,0.0
A-A,@A211108@A211118,2.0,3.0,0.7664669622967295,0.7235949392142895,0.7280426789407748,0.7235949392142895,0.6813018503819082,0.7538100531726679,0.0,2.1137590408325195,0.151361608505249,0.0
A-A,@A211108@A211122,2.0,3.0,0.8287073898566424,0.7387626099967395,0.7481946803726812,0.7387626099967395,0.6993680507392723,0.8153494809583149,0.0,2.0613311290740968,0.19292087554931633,0.0
A-A,@A211108@A211123,2.0,3.0,0.8193757510799312,0.7405355254077669,0.7315297292736826,0.7405355254077669,0.6919093722096088,0.8061024477824894,0.0,2.0483941555023195,0.189260721206665,0.0
A-A,@A211108@A211125,2.0,3.0,0.7429914409256557,0.7035392488538859,0.6772371936293748,0.7035392488538859,0.6484209120956451,0.7298920998507411,0.0,2.1259693145751952,0.16423220634460445,0.0
A-A,@A211108@A211206,2.0,3.0,0.7941776362381947,0.7281914769180282,0.7410912751730352,0.7281914769180282,0.7183740484502706,0.7805418512089949,0.0,2.1699826240539553,0.205398416519165,0.0
A-A,@A211108@A211208,2.0,3.0,0.8325424943475452,0.7279576031453312,0.7276061098842904,0.7279576031453312,0.6953676384110806,0.8174883173226444,0.0,2.0682889461517333,0.16602668762207026,0.0
A-A,@A211108@A211223,2.0,3.0,0.7248429404900817,0.7132135343147141,0.7200372609078497,0.7132135343147141,0.6821612761407152,0.7100420528751851,0.0,2.1107211112976074,0.1430907726287841,0.0
A-A,@A211108@A211225,2.0,3.0,0.7299970663954225,0.7024041055672747,0.7091324448881106,0.7024041055672747,0.6748418224042811,0.7162244065073893,0.0,2.12187819480896,0.15805025100708003,0.0
A-A,@A211108@A211228,2.0,3.0,0.7025329012974029,0.6971775491513303,0.6958529016418018,0.6971775491513303,0.656610628898577,0.6874702460520499,0.0,2.136887550354004,0.17716670036315912,0.0
A-I,@A211108@I211102,2.0,3.0,0.7272264499695245,0.8217232717164654,0.8571389620503614,0.8217232717164654,0.8057527966649923,0.712027148621977,0.0,2.0367156982421877,0.2165687084197998,0.0
A-I,@A211108@I211103,2.0,3.0,0.8915609302974232,0.8425190990330161,0.8597369404348434,0.8425190990330161,0.8444880649012518,0.8853901066030975,0.0,2.0895791053771973,0.18784666061401367,0.0
A-I,@A211108@I211104,2.0,3.0,0.8931275515584278,0.8601004183216681,0.8867286634723526,0.8601004183216681,0.8689517053671588,0.8871939267866642,0.0,2.0890852928161623,0.17705683708190914,0.0
A-I,@A211108@I211108,2.0,3.0,0.915301590520947,0.9052826630799556,0.9127148960976059,0.9052826630799556,0.9056648665296173,0.9105601273836165,0.0,2.1328011989593505,0.1923605918884277,0.0
A-I,@A211108@I211110,2.0,3.0,0.6459437265357493,0.6845128484278502,0.6336559007098748,0.6845128484278502,0.6261467519429823,0.6280420792935754,0.0,2.1233078479766845,0.20071291923522944,0.0
A-I,@A211108@I211112,2.0,3.0,0.6632931815942457,0.6524325510499109,0.6315415954627256,0.6524325510499109,0.59273639789921,0.6449713714209395,0.0,2.023572874069214,0.2297310829162597,0.0
A-I,@A211108@I211115,2.0,3.0,0.6735977644958473,0.6687177879282431,0.6535671950891662,0.6687177879282431,0.616893025540726,0.6573057378664505,0.0,2.042949676513672,0.19545402526855465,0.0
A-I,@A211108@I211118,2.0,3.0,0.7643153027149655,0.7315836281431786,0.7210026198487838,0.7315836281431786,0.6785809858907826,0.751207462246241,0.0,2.0602545738220215,0.19874191284179682,0.0
A-I,@A211108@I211119,2.0,3.0,0.7595631357926366,0.7180325149543816,0.7212533597221892,0.7180325149543816,0.6711604622627109,0.7458045166690935,0.0,2.0502763271331785,0.19461216926574704,0.0
A-I,@A211108@I211122,2.0,3.0,0.7614528056841157,0.7255097541077329,0.7275074057204112,0.7255097541077329,0.6883202105517674,0.7482222721191929,0.0,2.0452386856079103,0.19453706741333004,0.0
A-A,@A211109@A211102,2.0,3.0,0.9012191224919757,0.8502357912422346,0.8926155227064234,0.8502357912422346,0.8545695198481063,0.8959726390068712,0.0,1.8626263618469239,0.14922232627868648,0.0
A-A,@A211109@A211105,2.0,3.0,0.9206625758716939,0.8887403131234384,0.907605736197533,0.8887403131234384,0.8923448296323334,0.9163926308411101,0.0,1.791149091720581,0.1566132545471191,0.0
A-A,@A211109@A211108,2.0,3.0,0.9459961628176649,0.896598244460565,0.9236010633893539,0.896598244460565,0.9050566638781863,0.9413930249694191,0.0,1.9931175708770752,0.24635076522827148,0.0
A-A,@A211109@A211110,2.0,3.0,0.6914332036453376,0.7056557039633701,0.656362279343942,0.7056557039633701,0.6511433091370247,0.6692894159239918,0.0,1.8736345767974854,0.2055081844329834,0.0
A-A,@A211109@A211112,2.0,3.0,0.5872383087167152,0.6640435867942353,0.6144429986134734,0.6640435867942353,0.6019978812544702,0.5665448964330082,0.0,1.8268889904022216,0.19217991828918451,0.0
A-A,@A211109@A211115,2.0,3.0,0.7238924827207008,0.7249470547039636,0.7035802570438807,0.7249470547039636,0.6847107506140144,0.7022977307768629,0.0,1.8308549880981446,0.22365026473999022,0.0
A-A,@A211109@A211116,2.0,3.0,0.669482459051598,0.7077746410085703,0.6711483296874227,0.7077746410085703,0.6499526087377838,0.6476447504678147,0.0,1.8494727611541748,0.22122082710266108,0.0
A-A,@A211109@A211117,2.0,3.0,0.6272991630548168,0.6802827138461995,0.7082549976017468,0.6802827138461995,0.6408119141633147,0.6076806668602581,0.0,1.8599655151367187,0.19918026924133297,0.0
A-A,@A211109@A211118,2.0,3.0,0.7676979921211706,0.7337148955723128,0.7539299569185914,0.7337148955723128,0.703952453408486,0.7551287126819637,0.0,1.833881139755249,0.14420948028564448,0.0
A-A,@A211109@A211122,2.0,3.0,0.8361018988056864,0.7604698738824536,0.7814361120344842,0.7604698738824536,0.7346943683399993,0.8232942643646679,0.0,1.82957124710083,0.1914308071136474,0.0
A-A,@A211109@A211123,2.0,3.0,0.8307243929108881,0.7585983014004369,0.7764082793479946,0.7585983014004369,0.7334440185425255,0.8182107354530034,0.0,1.8889121055603026,0.19333629608154293,0.0
A-A,@A211109@A211125,2.0,3.0,0.7645491192571331,0.7343696620184752,0.7393425826992756,0.7343696620184752,0.7104001482948737,0.7523298060793611,0.0,1.7850218296051026,0.16287870407104488,0.0
A-A,@A211109@A211206,2.0,3.0,0.7938829313314721,0.7316389671410249,0.7586163741837082,0.7316389671410249,0.7313214965170831,0.7802476842684862,0.0,1.877974843978882,0.18401241302490234,0.0
A-A,@A211109@A211208,2.0,3.0,0.8462567627583979,0.7558319152685673,0.7709484219488761,0.7558319152685673,0.7363501062491298,0.8324121323029987,0.0,1.8230397701263428,0.17360935211181636,0.0
A-A,@A211109@A211223,2.0,3.0,0.7189040840140023,0.6980416534937968,0.7126911710496974,0.6980416534937968,0.6753831235707298,0.7037032540856231,0.0,1.8470790386199951,0.13982205390930172,0.0
A-A,@A211109@A211225,2.0,3.0,0.7264323255807577,0.6882580560823055,0.7117277265307811,0.6882580560823055,0.6718745320650015,0.7123734149323162,0.0,1.900813055038452,0.1619430541992187,0.0
A-A,@A211109@A211228,2.0,3.0,0.7057514135707976,0.6889437809133498,0.7056356040923,0.6889437809133498,0.6632442108144518,0.6905915868403065,0.0,1.7937034130096436,0.16352047920227047,0.0
A-I,@A211109@I211102,2.0,3.0,0.7210221508369352,0.8064809391888718,0.866722697349317,0.8064809391888718,0.80269111745336,0.705448262818092,0.0,1.7267282009124756,0.21618475914001462,0.0
A-I,@A211109@I211103,2.0,3.0,0.8926088721426277,0.8492755490966879,0.8578569959796937,0.8492755490966879,0.8487851008805173,0.8865083848539854,0.0,1.8820512294769287,0.18614025115966792,0.0
A-I,@A211109@I211104,2.0,3.0,0.8944401761548235,0.8582714921247305,0.8847817055725088,0.8582714921247305,0.8668684108744292,0.8885752697286506,0.0,1.6154179096221923,0.18478927612304685,0.0
A-I,@A211109@I211108,2.0,3.0,0.9081789330303331,0.8895157067124144,0.8902941760032702,0.8895157067124144,0.8817946624782019,0.9030544534403754,0.0,1.760655403137207,0.19105668067932127,0.0
A-I,@A211109@I211110,2.0,3.0,0.6738874916648978,0.7314557038234424,0.6713333681676861,0.7314557038234424,0.6747625569590737,0.6574133391645255,0.0,1.7929719924926757,0.20999116897583003,0.0
A-I,@A211109@I211112,2.0,3.0,0.6773327421420829,0.6867505459993529,0.671945858549255,0.6867505459993529,0.6387398825767208,0.6597811012292861,0.0,1.7800955772399902,0.2216569900512695,0.0
A-I,@A211109@I211115,2.0,3.0,0.6871992991871902,0.7078418934008665,0.6970808089529847,0.7078418934008665,0.6697099977738658,0.6715542539473259,0.0,1.7629130840301515,0.2045729637145996,0.0
A-I,@A211109@I211118,2.0,3.0,0.7671023192421028,0.7246240841834254,0.7441777525168982,0.7246240841834254,0.6913075755712699,0.754058159532881,0.0,1.829338550567627,0.19462447166442867,0.0
A-I,@A211109@I211119,2.0,3.0,0.781699580060095,0.7588056533882026,0.7743988915709876,0.7588056533882026,0.7361043164245936,0.769043527133631,0.0,1.7996974468231202,0.19721951484680172,0.0
A-I,@A211109@I211122,2.0,3.0,0.7726219857807849,0.737203298775746,0.7597498236993127,0.737203298775746,0.7129525408820966,0.7599653314383106,0.0,1.7275604248046874,0.19966859817504878,0.0
A-A,@A211110@A211102,2.0,3.0,0.7281636808393308,0.6860526592414989,0.6766089612267789,0.6860526592414989,0.6430231406301598,0.7146829536136836,0.0,1.8358153820037841,0.15985503196716305,0.0
A-A,@A211110@A211105,2.0,3.0,0.7474225776438793,0.7260176994963805,0.7148321303072646,0.7260176994963805,0.6879602005916794,0.7345409507612601,0.0,1.8299948215484618,0.15805258750915524,0.0
A-A,@A211110@A211108,2.0,3.0,0.7056524647475644,0.7099614919165426,0.6813012132591169,0.7099614919165426,0.6519305054512113,0.6884599594157809,0.0,1.828260850906372,0.22053833007812496,0.0
