,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,7489,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,31697,52,316,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,274,15294,2231,0,0,0,0,0,0,0,0,3,0,0,0,0,8,5,0,0,0,0,0,0,107,0,0,0
3,0,598,588,16877,0,0,0,0,1,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
4,0,0,0,0,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,139,0,0,0,6655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
6,0,0,1,0,0,0,3807,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,4,0,18,0,0,0
7,0,0,0,0,0,0,0,8249,0,0,0,0,0,0,0,0,449,0,0,0,0,0,0,0,0,0,473,364,0
8,0,0,0,0,0,0,0,0,34131,0,0,0,13,0,0,0,0,846,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,10176,0,0,0,0,0,0,361,579,0,0,0,0,0,0,4,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,8045,0,1026,150,0,0,0,0,0,0,30,0,0,0,0,0,0,0
12,0,65,51,22,0,4,0,0,38,0,4,0,32064,0,0,0,0,21,0,1,3,0,2,0,2,18,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,64,0,36447,438,0,0,0,0,0,0,123,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,49,0,3020,24611,0,0,0,0,0,0,90,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,18821,0,0,0,0,0,0,2,0,0,3,0,0,0
16,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,9870,0,0,0,0,0,0,0,0,0,399,469,0
17,0,0,2,0,0,0,0,0,12,0,2883,0,0,0,0,0,0,25261,279,0,0,0,0,0,0,3,0,0,0
18,0,0,0,0,0,0,0,0,0,0,834,0,0,0,0,0,0,7,3308,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,40709,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,5195,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,2404,0,0,0,0,0,8,0
22,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17203,0,0,0,0,0,0
23,0,25,1,1,0,0,4,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,4614,0,11,0,0,6
24,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,28575,44,0,0,0
25,0,50,15,0,0,70,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,5175,0,0,0
26,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,869,0,0,0,0,0,0,0,0,0,15084,634,0
27,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,909,0,0,0,0,0,0,0,0,0,899,15352,0
28,0,8,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1485
