,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,7547,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,32075,89,256,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0
2,2,253,15296,2249,0,0,0,0,0,0,0,0,0,0,0,1,0,5,11,0,0,0,0,0,0,119,0,0,0
3,0,540,511,17440,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0
4,0,0,0,0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,139,0,0,0,6703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
6,0,0,1,0,0,2,3809,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,17,0,0,0
7,0,0,0,0,0,0,0,8298,0,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,416,402,0
8,0,0,0,0,0,0,0,0,32334,0,0,0,15,0,0,0,0,792,0,0,0,0,0,0,0,2,0,0,0
9,0,0,0,0,0,0,0,0,0,1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,2,0,0,0,10298,0,0,0,0,0,0,60,660,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,8050,0,1075,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,57,49,1,0,0,0,0,37,0,0,0,19996,0,0,0,0,23,0,0,1,0,2,0,2,17,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,67,0,36639,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,59,0,3160,24557,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,18862,0,0,0,0,0,0,2,0,0,3,0,0,0
16,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,9792,0,0,0,0,0,0,0,0,0,409,537,0
17,0,0,0,0,0,0,1,0,1,0,2895,0,0,0,0,0,0,25447,474,0,0,0,0,0,0,1,0,0,0
18,0,0,0,0,0,0,0,0,0,0,807,0,0,0,0,0,0,156,3198,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40843,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5254,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,2531,0,0,0,0,0,0,0
22,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17188,0,0,0,0,0,0
23,0,28,5,2,0,0,4,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,4667,0,10,0,0,8
24,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,28586,44,0,0,0
25,0,68,9,5,0,141,1,0,5,0,0,0,37,0,0,0,0,0,0,0,1,0,3,2,0,21585,0,0,0
26,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,805,0,0,0,0,3,0,0,0,0,14966,720,0
27,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,858,0,0,0,0,1,0,0,0,0,854,15520,0
28,0,9,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1492
