,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,5556,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7950,2949,132,153,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,0,0,0,0,2
2,0,6992,2833,186,212,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,11,0,0,0,0,4
3,0,630,336,10706,2381,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,4,6,0,0,0,81,12,0,329,85,0,0,0,0,26
4,0,160,66,836,12237,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1,0,4,4,0,0,0,0,0
5,0,0,0,0,0,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,97,0,1,0,0,1957,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2739,0,0,0,0,0,99,0,0,0,0,0
7,0,2728,0,18,13,0,18,458,0,2,0,0,87,0,143,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,13883,0,0,101,0,0,0,0,0
8,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6361,0,0,0,0,22,0,0,0,0,0,177,97,59,55,0
9,0,0,0,3,0,0,5,0,2,24812,0,0,0,0,38,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1,2,1,4
10,0,0,0,0,0,0,0,0,0,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,7,1,0,0,0,0,0,0,1077,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6
12,0,0,0,7,0,0,0,0,0,0,0,0,6933,0,0,0,0,0,0,0,0,0,0,0,333,543,0,0,134,0,0,0,0,4,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,6051,92,91,88,69,39,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,19,0,33,2,0,636,1,0,8,0,0,0,0,19312,0,0,0,0,0,0,0,0,0,18,0,0,123,0,0,48,0,0,28,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,6067,83,104,96,71,52,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,5760,0,0,0,0,250,0,295,91,88,100,73,30,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,306,83,95,98,63,44,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5759,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,6060,94,91,98,71,43,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,296,86,109,78,70,43,42,0,0,0,0,0,0,0,0,0,0,0,0,5757,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,286,76,97,5854,74,54,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,6065,79,106,104,80,38,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,68,0,0,0,0,1,0,2,0,0,3,3,0,0,0,0,0
23,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7358,0,0,0,0,44,0,0,0,0,0,138,78,67,48,0
24,0,0,0,0,0,0,0,0,0,4099,0,0,2010,0,0,0,0,0,0,0,0,0,0,0,14430,390,0,0,0,766,0,0,0,32,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,4,0,0,579,0,0,0,0,0,0,0,0,0,0,0,181,2244,0,0,0,0,0,0,0,4,0,0,0,0,0
26,0,0,0,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20729
27,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6433,14,0,0,0,4,16,0,0,0,0,0
28,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,1,0,0,4,4,0,0,425,0,0,0,530,844,0,0,0,0,0,14,4,6,6,0
29,0,2,1,18,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0,8,0,10592,0,0,3,1917,0,0,0,0,0
30,0,3,0,2091,1004,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,43,0,124,7,0,0,0,0,7
31,2492,0,0,0,0,0,0,22,0,0,0,0,10,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24854,0,227,0,0,0,0,0
32,20,10,2,663,393,0,0,0,0,3,0,0,71,0,54,0,0,0,0,0,0,0,157,0,1,0,0,621,488,69,31,5,1777,373,0,0,0,0,0
33,0,29,0,551,1,0,41,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,96,3294,0,0,0,0,0
34,0,0,0,0,0,0,0,0,4998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,0,0,0,0,22,0,0,0,0,0,233,71,70,71,0
35,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,0,0,0,5070,21,0,0,0,0,0,174,88,59,70,0
36,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,5285,0,0,0,0,605,0,0,0,0,22,0,0,0,0,0,163,65,83,73,0
37,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,0,0,0,0,22,0,0,0,0,0,5321,75,85,95,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034
