,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0,8173,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1,0,4388,10254,158,448,0,0,0,0,0,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2,4,3724,11058,162,408,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0
3,1,112,488,15314,3080,0,0,3,0,1,53,1,0,87,0,0,0,0,0,0,0,0,4,9,2,0,0,3,0,0,32,168,0,0,0,0,54
4,0,229,78,1448,16085,0,0,0,0,5,0,0,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,2,0,0,0,0,0
5,0,0,0,0,0,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,1,3915,0,0,0,2764,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,151,0,0,0,0,0
7,0,0,0,0,0,0,2,51516,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,20,0,0,0,0,0
8,0,0,0,0,0,0,0,0,8153,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,32,0,0,0,0,0,189,201,107,101,0
9,0,0,0,0,0,0,0,0,0,34125,0,0,0,4,0,0,0,0,0,0,0,0,848,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,36,2,0,0,1,0,0,2,0,9492,0,2,0,0,0,0,0,0,1,0,580,1113,0,12,3,1,0,1,11,7,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,8243,0,207,137,178,120,301,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,29,731,62,25,0,0,0,0,49,0,0,0,30347,0,0,0,0,0,0,5,0,39,3,0,4,0,8,19,5,5,371,0,0,0,0,13
14,0,0,0,0,0,0,0,0,0,0,0,0,329,0,8134,140,174,117,307,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,326,0,210,8064,181,114,297,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,355,0,213,146,8089,114,294,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,350,0,209,127,187,8025,308,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,350,0,211,161,174,108,8220,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,333,0,200,145,175,113,302,7982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,0,1,12,6,0,3,0,0,11,0,0,0,10189,0,0,0,0,0,0,8590,0,0,0,2,3,0,2,0,0,2,3,0,0,0,0,0
21,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,10052,0,0,0,0,61,0,0,0,0,0,139,126,117,92,0
22,0,0,0,0,0,0,0,0,0,0,0,2610,0,0,0,0,0,0,0,0,0,0,25750,630,0,0,0,0,0,0,0,5,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,687,0,0,0,0,0,0,0,0,0,0,306,3160,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7936,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5158,0,0,0,0,0,9,0,0,0,0,0
26,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,2387,0,0,0,0,0,20,10,8,8,0
