,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,7631,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
1,8,11301,3985,191,190,0,0,19,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0
2,8,10019,4387,159,140,0,0,21,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0
3,10,79,51,13534,4019,0,0,10,0,1,0,2,8,0,4,0,0,0,0,0,0,0,2,0,4,12,0,6,0,123,0,0,456,28,0,0,0,0,0
4,0,439,192,3383,15755,0,0,17,0,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,43,1,0,0,0,0,0
5,0,0,0,0,0,1999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,138,15,0,0,0,2836,3783,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,2,16,0,0,0,0,0
7,0,3781,0,0,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,17,0,0,0,0,0
8,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,0,0,0,0,30,0,0,0,0,0,8205,96,83,95,0
9,0,0,0,0,0,0,0,0,0,34628,0,0,3,0,15,0,0,0,0,0,0,0,0,0,861,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,2,54,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,4,0,0,0,0,2,0,0,0,0
11,0,0,0,0,0,0,5,0,0,0,0,1462,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,0,0,0,0,0,0,0,4,0,0,0,0,9363,0,0,0,0,0,0,0,0,0,0,0,805,786,0,10,0,0,0,0,39,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,1,0,0,256,0,140,142,210,259,161,7983,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,259,294,76,13,0,0,126,0,45,0,0,10,0,26559,0,0,0,0,0,0,0,0,0,24,4,0,9,0,14,48,5,47,14,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,1,0,0,252,0,152,136,8136,247,186,68,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,1,0,0,240,0,171,152,209,252,161,7976,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,1,0,0,227,0,155,133,226,274,8072,61,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,1,0,0,256,0,146,128,229,253,160,7987,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,1,0,0,255,0,152,147,216,264,8079,62,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,1,0,0,262,0,148,139,219,254,8086,63,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,1,0,0,253,0,155,127,221,262,172,7986,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,3,0,5929,1,0,0,0,0,0,0,0,0,0,12714,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10063,0,0,0,0,59,0,0,0,0,0,226,109,76,90,0
24,0,1,0,50,0,0,0,0,0,18,0,0,1953,0,3,0,0,0,0,0,0,0,0,0,20116,968,0,53,0,0,0,0,17,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,984,0,0,0,0,0,0,0,0,0,0,0,38,3117,0,2,0,0,0,0,0,0,0,0,0,0,0
26,0,0,8,294,1012,0,7,21,0,61,0,0,0,0,10,0,0,0,0,0,0,0,19831,0,1,0,0,0,0,35,0,0,36,0,0,0,0,0,0
27,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4778,371,0,0,0,8,8,0,0,0,0,0
28,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,286,1910,0,0,0,0,0,9,14,8,1,0
29,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17310,0,0,0,0,0,0,0,0,0
30,0,34,0,23,7,0,0,4376,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,226,9,22,3,0,0,0,0,10
31,0,0,0,0,0,0,0,0,0,7,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28544,2,44,0,0,0,0,0
32,9,1,0,109,96,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,268,0,0,0,0,0,0
33,0,39,1,124,0,0,79,21,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,42,387,4609,0,0,0,0,0
34,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,0,0,0,0,29,0,0,0,0,0,308,103,7852,92,0
35,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757,0,0,0,0,32,0,0,0,0,0,272,105,7622,78,0
36,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,0,0,0,0,30,0,0,0,0,0,276,101,7752,90,0
37,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746,0,0,0,0,28,0,0,0,0,0,284,99,7167,111,0
38,0,6,6,25,45,0,0,2,0,1,1,40,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1449
