,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,6010,484,0,0,0,0,0,0,243,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0
1,0,85761,3967,528,0,0,0,0,0,1,2,0,35,0,0,0,0,0,0,0,0,0,2035,205,0,0,29,0,0,0
2,0,266,13417,5081,0,0,0,0,3,1,3,0,20,0,0,51,0,11,0,0,18,0,231,705,0,42,22,0,0,0
3,0,618,1357,12867,0,0,0,0,0,0,0,0,76,0,0,1,0,0,0,0,0,0,13,2,0,8,6,0,0,0
4,0,0,0,0,2031,0,0,0,0,0,0,0,0,38,195,0,18,0,0,0,0,2,0,0,0,0,0,89,18,0
5,0,128,0,2,0,4113,0,0,0,0,0,0,4,0,0,0,0,0,0,0,17141,0,0,1,0,0,856,0,0,0
6,0,0,20,18,0,14,4,0,698,0,0,0,35879,0,0,0,0,0,0,0,0,0,18,712,0,0,14,0,0,0
7,0,0,0,0,0,0,0,5867,0,0,0,0,0,0,0,0,228,0,0,0,0,11,0,0,0,0,0,425,399,0
8,0,7,1,0,0,1,0,0,23590,0,0,0,12,0,0,0,0,582,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,1,0,0,0,0,0,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,2,0,0,22,2,0,0,0,7516,0,4,0,0,0,0,0,427,0,0,0,0,0,0,0,2,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,5795,0,877,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,61,65,13,0,1446,1,2,28,0,2,0,16113,0,0,6,0,15,5,0,1,1,2,1,2,12,41,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,87,0,14166,5966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,11617,0,8370,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,13779,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,5841,0,0,0,0,0,0,0,0,933,0,0,0,0,5,0,0,0,0,0,516,564,0
17,0,104,397,0,0,0,0,0,0,0,2382,0,1,0,0,0,0,18243,241,0,1,0,11574,104,0,0,6,0,0,0
18,0,0,50,0,0,0,0,0,0,0,783,0,36,0,0,0,0,4,2135,0,5,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26280,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,77,0,0,0,0,0,0,26,0,0,0,0,0,0,0,8163,0,0,3,0,0,732,0,0,0
21,0,0,0,0,1,0,0,17,0,0,0,0,0,163,0,0,297,0,0,0,0,1007,0,0,0,0,0,172,159,0
22,1,0,73,1,0,0,0,0,0,0,1,0,28,0,0,112,0,0,0,0,320,0,13251,0,0,1,0,0,0,0
23,0,1,0,0,0,0,71,0,0,0,0,0,640,0,0,0,0,0,0,0,0,0,0,2493,3,0,8,0,0,54
24,0,59,0,0,0,0,18,0,0,0,9,0,113,0,0,0,0,0,0,0,0,0,0,0,20838,0,115,0,0,0
25,5,121,909,709,0,2,0,0,11,1,237,0,196,0,0,2360,0,2,0,0,503,0,16,87,60,481,444,0,0,0
26,0,403,1835,262,0,106,134,0,0,56,1,0,161,0,0,0,0,0,1,0,9,0,27,45,60,28,3736,0,0,0
27,0,0,0,0,0,0,0,5127,1,0,0,0,0,1,0,0,5328,0,0,0,0,25,0,0,0,0,0,930,791,0
28,0,0,0,0,0,0,0,1611,1,0,0,0,0,1,0,0,435,0,0,0,0,224,0,0,0,0,0,994,9678,0
29,0,8,20,25,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0,1071
