,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,5554,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1,0,20920,166,302,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,27,0,0,0,27,0,14,2,0,0,0
2,0,252,11614,1997,0,0,0,0,1,1,0,0,0,6,0,0,2,0,3,6,9,0,0,8,608,0,6,91,0,0,0
3,0,281,1488,11553,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0
4,0,0,0,0,1466,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,97,0,0,0,4796,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
6,0,1578,18,19,0,18,686,0,2,0,0,0,0,200,0,0,0,0,0,0,64,57,0,0,14772,0,0,100,0,0,21
7,0,0,0,0,0,0,0,118,0,0,0,0,1,0,1151,0,0,4879,0,0,0,0,1,0,0,0,0,0,510,270,0
8,0,1,1,0,0,13,1,0,24832,0,1,0,0,15,0,0,5,0,0,2,4,0,0,0,0,0,0,0,0,0,5
9,0,0,7,0,0,0,0,0,0,1080,0,0,0,4,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,1,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,2,0,0,9,0,0,7353,0,0,0,0,0,0,42,546,2,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,29,0,6591,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,35,33,1,0,1,0,0,22,0,0,0,0,13991,0,0,1,0,19,3,3,1,0,0,15,6095,0,9,0,0,0
14,0,0,0,0,0,0,0,5759,0,0,0,0,5869,0,3300,6254,0,0,0,0,0,0,0,0,0,0,0,0,0,5757,0
15,0,0,0,0,0,0,0,0,0,0,0,0,72,0,14018,6122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,76,0,0,0,0,0,0,2,0,0,0,3,0,0,0
17,0,0,0,0,0,0,0,93,0,0,0,0,5756,0,0,0,0,1072,0,0,0,0,0,0,0,0,0,0,634,325,0
18,0,0,0,0,0,0,1,0,4099,0,0,2091,0,0,0,0,0,0,15085,420,0,0,0,0,0,0,0,31,0,0,0
19,0,0,0,0,0,0,0,0,4,0,0,669,0,0,0,0,0,0,151,2189,0,1,0,0,0,0,0,0,0,0,0
20,0,0,71,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,22881,0,0,0,0,0,0,0,0,0,0
21,0,2,2,1,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,6405,17,10,0,3,0,14,2,0,0
22,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,96,0,0,0,272,1455,0,0,0,0,0,20,9,0
23,0,6,17,2,0,0,0,0,2,0,0,0,0,0,0,0,20,0,1,0,0,2,0,12512,2,0,0,0,0,0,0
24,0,3,2088,1138,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,41,0,0,7,0,0,7
25,0,0,0,0,0,0,0,0,0,0,0,10,0,62,0,0,0,0,0,0,0,0,0,0,0,27628,0,65,0,0,0
26,128,84,776,747,0,4,0,0,1,1,0,106,0,988,0,0,151,63,1,0,8,4,361,11,168,107,470,432,63,63,0
27,0,48,486,3,0,139,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,3288,0,0,0
28,0,0,0,0,0,0,0,219,0,0,0,0,1,0,0,4853,0,551,0,0,0,0,2,0,0,0,0,0,1019,5680,0
29,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,10456,0,531,0,0,0,0,0,0,0,0,0,0,1012,592,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034
