,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,5490,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,9419,808,70,312,0,322,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,5024,4869,71,258,0,304,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0
3,0,89,61,14299,1050,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,10,0,0,0,8,0,0,0,13,0,0,0,0,0
4,0,160,32,1007,13180,0,0,5,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,2,1,0,0,0,0,0,0,0,0
5,0,0,0,0,0,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,4,1,0,0,0,438027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
7,0,0,0,1,1,0,93,41174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,53,0,0,13,0,0,0,0,0
8,0,0,0,0,0,0,0,0,6211,0,0,0,0,0,0,0,0,0,0,0,0,0,541,0,0,0,0,0,21,0,0,0,0,0,44,54,33,25,0
9,0,0,0,0,0,0,1,0,0,27728,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,1,0,0,1,0,0,1,0,0,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,46,0,7,0,4980,0,0,0,0,0,0,0,0,0,0,0,1125,6,279,0,0,0,54,0,0,29,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,6055,0,28,500,36,20,24,34,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,8,0,30,0,0,9,9,0,58,0,0,0,14809,0,0,0,0,0,0,0,0,0,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,110,0,1945,523,36,24,24,22,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,99,0,65,5952,37,23,31,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,84,0,71,513,1902,28,23,25,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,99,0,56,535,55,1864,22,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,91,0,54,526,59,40,1837,36,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,77,0,68,516,53,41,38,1829,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,89,0,63,522,46,38,35,40,1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,7685,0,0,0,0,0,44,0,0,0,0,0,21,15,17,9,0
23,0,0,0,0,0,0,0,0,0,30,0,900,0,0,0,0,0,0,0,0,0,0,0,27893,0,330,0,3,0,0,1,0,0,0,0,0,0,0,0
24,0,15,2,64,121,0,767,4,0,8,4,3,0,4,0,0,0,0,0,0,0,0,0,37,1803737,0,0,49,0,19,2,0,3,17,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,5,0,492,0,0,0,0,0,0,0,0,0,0,0,31,0,2487,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27095,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9854,0,29,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1818,0,0,0,0,0,0,0,0,0,0
29,0,0,0,1,0,0,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14149,0,0,14,0,0,0,0,0,0
30,0,4,0,2,1,0,25,74,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,7,3649,11,17,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,86,1,0,0,0,0,0,0,21483,0,0,0,0,0,0,0
