,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,5483,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,5,0,0,0,0
1,0,21102,61,260,0,5,39,0,0,0,0,0,25,0,0,0,0,0,16,0,0,1,0,0,0,0,14,0,0,0,0
2,0,342,12428,1745,0,0,23,0,0,1,0,0,2,0,0,0,0,5,78,0,0,2,0,10,3,0,913,13,0,0,0
3,0,672,3519,10069,0,1,25,0,1,0,0,0,13,0,0,0,0,0,28,0,0,2,0,5,1,0,100,1,0,0,0
4,0,0,0,0,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5,0,830,0,7,0,433957,159,0,0,0,0,0,0,0,0,0,0,0,2270,0,0,1,0,0,781,0,26,5,0,0,0
6,0,0,1,2,0,67,38785,0,0,0,0,0,0,0,0,0,0,0,2740,0,0,0,0,0,0,0,0,13,0,0,0
7,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,6110,0,0,0,0,0,0,0,0,0,0,0,367,354,0
8,0,0,115,57,0,1,0,0,26846,0,0,0,85,0,0,0,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,2,0,2,2,0,0,1071,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,1
10,0,0,0,0,0,0,52,0,7,0,5647,0,0,0,0,0,0,271,9,370,0,28,29,1,0,7,96,7,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,34,0,6547,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,17,30,0,0,0,32,0,22,15,0,0,13968,0,0,0,0,24,5,0,0,0,0,0,2,0,825,27,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,117,0,8402,2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,140,0,0,0,85,0,8368,2088,0,796,0,0,0,0,0,2,0,0,0,0,0,81,72,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0,0,0,0,6159,536,0
17,0,2,0,0,0,0,0,0,14,0,1890,0,8,0,0,0,0,26777,0,440,0,8,0,0,0,0,16,0,0,0,0
18,0,196,393,181,1074,579,384,0,8,8,1,0,38,0,0,0,0,43,8106,0,0,70,1,107,3,2,1792460,11,0,0,1186
19,0,0,27,0,0,0,0,0,1,0,491,0,0,0,0,0,0,125,0,2371,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27095,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,1,1,0,9669,157,26,0,0,9,0,0,0,0
22,0,0,0,0,0,12,0,16,0,0,1,0,0,7,1,0,10,0,0,0,0,205,1384,0,0,0,0,0,171,12,0
23,4,1,3,0,0,12,0,0,13,0,2,0,5,0,0,1,0,0,2101,1,0,63,32,11281,0,3,655,1,0,0,2
24,0,110,5,3,0,2,1499,0,3,2,0,0,59,0,0,0,0,12,280,1,0,5,17,0,204,13,1508,18,0,0,66
25,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,1,0,86,2,0,0,0,0,0,0,21479,1,0,0,0,0
26,0,1,99,33,0,4,0,0,5,2,0,0,1,0,0,0,0,0,15,0,0,1,51,0,0,8,205,0,0,0,0
27,0,99,75,12,0,265,362,0,0,1,6,0,5,0,0,0,0,98,580,129,0,8,15,4671,63,0,1925,3235,0,0,64
28,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,0,0,0,0,0,11052,780,0
29,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,983,0,0,0,0,0,1,0,0,0,0,0,11488,821,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053
