,precision,recall,f1-score,support
AMCREST WiFi Camera,0.9661311087295974,0.9625378880969935,0.9643311492044558,12207.0
Amazon Alexa Echo Dot 1,0.5052096924565733,0.6421087160262419,0.5654917092385855,21340.0
Amazon Alexa Echo Dot 2,0.4989069452741325,0.35995742210179993,0.41819223411607337,20668.0
Amazon Alexa Echo Spot,0.8436494239224717,0.8386058688774953,0.8411200133455583,27501.0
Amazon Alexa Echo Studio,0.8350619382064444,0.6574499089253187,0.7356878160827869,38430.0
Amazon Plug,0.4794488493551608,0.9993335554815062,0.648005148436809,3001.0
Arlo Base Station,0.882809068359912,0.8017200642661374,0.8403127697536931,10581.0
Arlo Q Camera,0.9253245639462996,0.972534223706177,0.9483284044140887,14975.0
Atomi Coffee Maker,0.5378077708975162,0.35209003215434087,0.42556966544462327,14306.0
Borun/Sichuan-AI Camera,0.9809755905821314,0.9738176993912908,0.9773835399165834,51256.0
D-Link DCHS-161 Water Sensor,0.9086925209360229,0.9318181818181819,0.91826709056982,44.0
DCS8000LHA1 D-Link Mini Camera,0.8385292622882782,0.9958487084870848,0.9103674872317002,2168.0
Eufy HomeBase 2,0.7364316677251052,0.8926514825956167,0.8070512584650557,16289.0
Globe Lamp ESP_B1680C,0.5265134108354272,0.35317881745120555,0.4227691858155646,13936.0
Google Nest Mini,0.7997792480861218,0.9705063382137977,0.8769099549229745,41731.0
Gosund ESP_032979 Plug,0.5249464288638733,0.36053735162413825,0.42747884610618153,14069.0
Gosund ESP_039AAF Socket,0.4725522113147328,0.3619277629586908,0.40990740953438276,13871.0
Gosund ESP_0C3994 Plug,0.3528552776621249,0.36346543245588664,0.35808177608991903,13828.0
Gosund ESP_10098F Socket,0.6932199142486859,0.44579295353681736,0.5426322410186873,11041.0
Gosund ESP_10ACD8 Plug,0.2169150449757046,0.6506058857472591,0.32535515847663,13864.0
Gosund ESP_147FF9 Plug,0.46462678998745355,0.3210086633663366,0.3796906668608232,12928.0
Gosund ESP_1ACEE1  Socket,0.888056693049732,0.3491762647616271,0.5012610026488132,13718.0
HeimVision Smart WiFi Camera,0.9997899747969756,0.9988110225206321,0.9993002589042057,28596.0
HeimVision SmartLife Radio/Lamp,0.4330890527590518,0.7332567810812488,0.5445477236238283,16111.0
Home Eye Camera,0.9410421693774396,0.8805292865277023,0.9097806013983968,40394.0
Luohe Cam Dog,0.7304638000369449,0.7873454311867676,0.7578387582099427,6227.0
Nest Indoor Camera,0.9998654979320776,0.985854120618882,0.992810376551881,31670.0
Netatmo Camera,0.9643199871189712,0.9235653809971778,0.9435027681292641,8504.0
Netatmo Weather Station,0.8252082622027388,0.9059142702116116,0.863679390957742,3686.0
Philips Hue Bridge,0.9795318363494363,0.9937440235380656,0.9865851833392064,27190.0
Ring Base Station AC:1236,0.8364875053346814,0.7813247081985655,0.8079210844442801,7111.0
SIMCAM 1S (AMPAKTec),0.99942962176466,0.997353134076642,0.998390298204685,42692.0
Smart Board,0.6823181585244453,0.7558665872543182,0.7167976025010186,1679.0
Sonos One Speaker,0.9168480547242226,0.8665176534987683,0.8909725087919597,10961.0
Teckin Plug 1,0.3702454755670691,0.33464506762436,0.34903059359692173,13087.0
Teckin Plug 2,0.28058992327292204,0.32548989589712185,0.3013767558757554,13064.0
Yutron Plug 1,0.6729339090144519,0.3322595247076574,0.43808429522674297,13255.0
Yutron Plug 2,0.515911438231274,0.34029013684289244,0.4100893497415381,13373.0
iRobot Roomba,0.9798029556650245,0.9008152173913044,0.9386503067484663,2208.0
accuracy,0.7423953987544591,0.7423953987544591,0.7423953987544591,0.7423953987544591
macro avg,0.7181107960096382,0.702570652928658,0.694706471383068,661560.0
weighted avg,0.766372171450333,0.7423953987544591,0.7424756251191138,661560.0
