,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,7386,302,92,2,0,0,0,0,609,3,0,15,0,2,0,0,0,0,0,0,0,2,0,5,1,0,2,14,0,0,0
1,0,29053,99,457,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,265,15603,2149,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,9,0,1,0,40,1,0,45,116,0,0,1
3,0,453,949,15892,0,0,0,0,0,0,0,0,0,18,0,0,1,0,1,0,0,0,0,2,1,0,4,1,0,0,0
4,0,0,0,0,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,142,0,0,0,6065,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,646,0,0,0
6,0,787,1,0,0,1,3003,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,18,0,0,0
7,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,479,0,0,0,0,1,0,0,0,0,0,676,8262,0
8,0,0,0,0,0,30,0,0,35716,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,2,4,3,0,0,0,0,0,1464,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,2,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
11,1,0,0,0,0,0,0,0,1,0,0,10554,0,0,0,0,0,0,156,612,0,0,0,0,3,0,0,7,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,32,0,9041,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,119,57,33,0,1,4,0,40,0,0,14,0,28174,0,0,1,0,39,1,0,5,0,13,58,4,1,54,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,156,0,28260,8602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,1,0,2,0,135,0,11340,16372,0,1,0,0,0,0,3,0,0,0,0,0,2,0,0
16,0,0,1,0,0,1,0,0,3,0,0,2,0,36,0,0,18748,0,0,0,0,0,0,2,0,0,0,3,0,0,0
17,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,9530,0,0,0,0,1,0,0,0,0,0,762,428,0
18,0,0,1,0,0,0,0,0,44,0,0,2880,0,0,0,0,0,0,19982,570,0,6,0,1,0,0,1,24,0,0,0
19,0,0,0,0,0,0,0,0,6,0,0,870,0,0,0,0,0,0,90,3198,0,0,0,0,0,0,0,0,0,0,0
20,0,0,2197,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,92,0,0,3587,0,0,0,0,0,0,2494
21,0,0,0,0,0,2,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,4982,0,147,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,0,268,0,0,0,0,1755,0,0,0,0,0,383,38,0
23,0,0,5,0,0,0,0,0,0,1591,0,0,0,0,0,0,400,0,0,0,0,1060,0,14639,0,0,0,1,0,0,0
24,0,31,11,3,0,1,2,0,0,0,0,1,0,748,0,0,0,0,0,0,0,0,0,0,3842,0,1,10,0,0,17
25,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,28564,0,44,0,0,0
26,17,7885,123,300,0,2,0,0,12,0,0,8,0,35,0,0,5757,0,1,1,1,0,0,0,31,10,348,379,0,0,0
27,0,40,13,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,1,0,199,0,4749,0,0,0
28,0,0,0,0,0,0,0,249,1,0,0,6849,0,0,0,0,1,927,0,0,0,0,12,0,0,0,0,0,6923,2076,0
29,0,0,0,0,0,0,0,226,0,0,0,7512,0,0,0,0,0,923,0,0,0,0,1,0,0,0,0,0,1277,8090,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004
