,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,7518,10,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,17718,137,304,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
2,0,389,16263,2111,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,1,6,0,0,0
3,0,619,598,18171,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0
4,0,0,0,0,2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,147,0,0,0,6518,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0
6,0,1,0,1,0,1,3794,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,22,0,0,0
7,0,0,0,0,0,0,0,8268,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,505,494,0
8,0,0,0,0,0,0,0,0,32241,0,0,0,12,0,0,0,0,804,0,0,0,0,0,0,0,0,1,0,0,0
9,0,0,0,0,0,0,0,0,0,1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,2,0,0,0,10478,0,0,0,0,0,0,1,642,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,8081,0,1103,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,67,49,1,0,0,0,0,33,0,0,0,30323,0,0,0,0,23,0,0,0,0,2,0,2,4,44,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,79,0,36829,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,64,0,2245,16227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,20038,0,0,0,0,0,0,2,0,0,2,3,0,0,0
16,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,9487,0,0,0,0,1,0,0,0,0,0,588,692,0
17,0,0,0,0,0,0,0,0,0,0,3192,0,0,0,0,0,0,25205,414,0,0,0,0,0,0,0,1,0,0,0
18,0,0,0,0,0,0,0,0,0,0,798,0,0,0,0,0,0,5,2854,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6477,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7259,0,0,0,0,2,8,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2406,0,0,0,0,0,0,55,0
22,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,16880,0,0,0,0,0,0,0
23,0,25,0,1,0,0,3,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,4626,0,0,11,0,0,7
24,0,44,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,28569,0,0,0,0,0
25,0,0,20,55,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,107,12,0,0,0
26,0,315,124,1,0,399,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,5971,0,0,0
27,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,520,0,0,0,0,2,0,0,0,0,0,16217,883,0
28,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,519,0,0,0,0,0,0,0,0,0,0,1025,16337,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1422
