,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,5556,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,20888,164,415,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
2,0,241,11207,2957,0,0,0,0,0,0,0,0,0,1,0,0,16,0,4,6,0,0,0,8,13,0,38,82,0,0,32
3,0,264,747,12314,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0
4,0,0,0,0,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,0,97,0,0,0,4797,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
6,0,117,16,16,0,18,10441,0,2,0,0,85,0,95,0,0,0,0,0,0,0,157,0,0,6567,0,0,19,0,0,0
7,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,6101,0,0,0,0,0,0,0,0,0,0,499,237,0
8,0,4,5,39,0,21,0,6,24798,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,0,2,7,2,0,0,0,0,0,1077,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10,0,0,0,0,0,0,0,0,1,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,7355,0,12,0,0,0,0,54,534,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,29,0,6567,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,52,32,2,0,1,0,0,21,1,0,123,0,19296,0,0,1,0,17,0,0,3,0,0,28,3,0,649,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,125,0,20569,6245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,92,0,14004,6116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,73,0,0,0,0,0,0,2,0,0,0,3,0,0,0
17,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,6913,0,0,0,0,1,0,0,0,0,0,524,351,0
18,0,0,0,0,0,0,0,0,4099,0,0,2091,0,0,0,0,0,0,15140,360,0,0,0,4,0,0,0,32,0,0,0
19,0,0,0,0,0,0,0,0,5,0,0,609,0,0,0,0,0,0,151,2249,0,0,0,0,0,0,0,0,0,0,0
20,0,55,1598,0,0,0,0,0,0,0,0,0,0,0,0,0,8966,0,0,0,0,0,0,12323,0,0,0,0,0,0,76
21,0,4,1,0,0,5,0,0,0,1,0,19,0,1,0,0,0,0,0,3,0,6405,14,1,0,0,0,12,0,0,0
22,0,0,0,0,0,0,0,15,0,0,0,206,0,0,4,0,0,186,0,0,0,14,1242,0,0,0,0,0,163,23,0
23,0,2,9,1,0,0,0,0,0,1156,0,0,0,0,0,0,41,0,1,0,0,768,0,10583,2,0,0,0,0,0,0
24,0,16,1492,1679,0,0,0,0,0,0,0,0,0,2,0,0,34,0,0,0,0,0,0,0,41,0,8,7,0,0,7
25,2739,0,0,0,0,0,22,0,0,0,0,10,0,40,0,0,0,0,0,0,0,0,0,0,10,24607,0,336,0,0,0
26,58,265,840,546,0,2,0,0,67,3,0,1519,0,54,0,0,45,0,1,1,0,0,0,322,33,5,608,367,0,0,0
27,48,120,495,1,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3283,0,0,0
28,0,0,0,0,0,0,0,188,0,0,0,5070,0,0,0,0,0,660,0,0,0,0,2,0,0,0,0,0,1064,5342,0
29,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,5833,0,0,0,0,0,0,0,0,0,0,2015,4757,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034
