,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,7554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1,8,10762,5497,144,304,0,0,1,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0
2,8,9484,5906,235,378,0,1,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0
3,0,88,155,14764,2742,0,60,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,4,9,0,4,0,3,23,0,5,126,0,0,0,0,0
4,0,607,378,974,16489,0,5,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,2,0,0,0,0,0
5,0,0,0,0,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,139,0,0,0,0,6262,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,0,0,0,1,0,0,3754,24,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,8,0,0,0,0,0
8,0,0,0,0,0,0,0,0,8166,0,0,0,0,0,0,0,0,0,0,0,0,0,819,0,0,0,0,0,0,0,0,0,0,268,100,103,71,0
9,9182,0,0,0,0,0,2,0,0,22978,0,0,0,129,0,0,0,0,0,0,0,0,0,797,0,0,0,0,9,0,0,0,1,0,0,0,0,2
10,0,0,0,0,0,0,0,0,0,0,1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,2,0,0,0,10151,0,0,0,0,0,0,0,0,0,0,0,1,621,0,2,141,0,0,0,95,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,8097,0,167,95,307,255,158,107,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,57,5,41,47,0,185,1,0,3,13,9,0,28391,0,0,0,0,0,0,0,1,0,25,1,0,3,0,2,12,2,4,17,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,189,0,8086,99,310,244,151,109,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,170,0,175,8031,302,252,150,108,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,199,0,151,96,8258,253,168,104,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,176,0,167,82,338,8179,169,123,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,181,0,163,91,323,271,8079,117,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,161,0,166,106,327,255,160,8033,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,181,0,184,91,298,246,172,103,7977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,1,0,0,0,0,0,10117,0,0,0,0,0,0,0,0,0,0,191,105,124,86,0
23,0,0,0,0,0,0,2,0,0,4,0,3135,0,23,0,0,0,0,0,0,0,0,0,25145,484,0,13,0,0,0,0,8,2,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,894,0,0,0,0,0,0,0,0,0,0,0,7,3247,0,3,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,39436,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,1,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,5127,1,0,0,0,14,3,0,0,0,0,0
27,0,0,0,0,0,0,0,0,15,0,0,0,10,0,12,0,0,203,0,3,0,0,532,0,0,0,0,1581,0,0,0,0,0,240,8,15,7,0
28,0,3,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17157,0,0,0,0,0,0,0,0,0
29,0,524,100,96,516,0,9,4,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1313,8,2073,18,0,0,0,0,11
30,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28575,0,44,0,0,0,0,0
31,0,0,0,23,43,0,72,0,0,1,0,16,0,240,0,0,0,0,0,0,0,1949,0,0,0,0,0,0,0,0,2,1017,11,0,0,0,0,0
32,0,41,0,18,1,0,414,110,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4557,0,0,0,0,0
33,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,781,0,0,0,0,2,0,0,0,0,0,7101,111,106,82,0
34,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,799,0,0,0,0,0,0,0,0,0,0,250,6787,87,89,0
35,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,812,0,0,0,0,0,0,0,0,0,0,259,106,7162,92,0
36,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,811,0,0,0,0,0,0,0,0,0,0,250,106,96,7193,0
37,0,2,2,16,12,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1425
