Dataset,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T,Al-Time
results/other/1_1,0,1,DT,0.8907761838648937,0.8053455616820454,0.8370846658813281,0.8053455616820454,0.806017735368546,0.8832944182990277,0,3.3319783210754395,0.31420326232910156,0
results/other/1_1,1,2,DT,0.8907411337919701,0.8048671833104024,0.838378061211403,0.8048671833104024,0.8055741026650096,0.8832571187905627,0,3.3622870445251465,0.29822206497192383,0
results/other/1_1,2,3,DT,0.8907294504343288,0.8052182998144382,0.8367701806097892,0.8052182998144382,0.8057351462575054,0.8832445855836073,0,2.8525946140289307,0.2655789852142334,0
results/other/1_1,3,4,DT,0.8906982948139522,0.8049850901399648,0.8364113796021628,0.8049850901399648,0.8054268614063748,0.883211980956021,0,2.874922275543213,0.26018786430358887,0
results/other/1_1,4,5,DT,0.8907469754707906,0.8045031241803752,0.838000197285177,0.8045031241803752,0.8051789711595105,0.883262591701457,0,3.035022020339966,0.25509119033813477,0
results/other/1_1,5,6,DT,0.8907002420402258,0.8049630977311757,0.8366686526944068,0.8049630977311757,0.8055455259926078,0.8832136369260897,0,2.8546934127807617,0.23013091087341309,0
results/other/1_1,6,7,DT,0.8906710336461228,0.8049121830912112,0.8364509626740928,0.8049121830912112,0.805439897615307,0.8831825164145861,0,3.010087251663208,0.2600679397583008,0
results/other/1_1,7,8,DT,0.8907080309453199,0.8053068151179106,0.83672370073241,0.8053068151179106,0.8058159779935764,0.8832224993505063,0,2.5656089782714844,0.25853586196899414,0
results/other/1_1,8,9,DT,0.8907430810182435,0.8047776469890623,0.8352701714996027,0.8047776469890623,0.8048995647680599,0.8832602000135731,0,2.7259392738342285,0.25635719299316406,0
results/other/1_1,9,10,DT,0.8907761838648937,0.8050845450706877,0.8365276978287894,0.8050845450706877,0.8055468265676413,0.8832950958705554,0,2.775161027908325,0.23046183586120605,0
